original_index,is_outlier,begruendung,zielspalten_bewertet
1151,True,"Die Kombination aus extrem hohen Views (45.147) und vielen Replies (151) bei gleichzeitig stark negativen Votes (-11) ist ungewöhnlich für ein simples 'Free Shipping'-Angebot ohne Mindestbestellwert. Solche Service-Deals generieren normalerweise nicht diese massive Aufmerksamkeit, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1152,True,"Die Ersparnis von 0,31 (vermutlich 31 Cent) bei einem Weber-Gasgrill für 400$ ist extrem ungewöhnlich und unrealistisch niedrig – typischerweise würde man bei solchen Deals deutlich höhere Ersparnisse erwarten. Die hohen Views (3676) im Verhältnis zu den niedrigen Votes (1) und Replies (5) deuten ebenfalls auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
1153,False,"Ein Thermapen mk4 ist ein Premium-Küchenthermometer mit einem typischen Preis um 115$, was realistisch ist. Die Engagement-Werte (4579 Views, 20 Replies, 4 Votes) sind für ein Nischenprodukt im BBQ/Küchen-Bereich angemessen und zeigen moderates Interesse ohne extreme Ausreißer.","['replies', 'views', 'votes', 'price', 'saving']"
1154,True,"Die Anzahl der Views (1521) ist für einen Deal mit 0 Antworten und nur 1 Vote extrem ungewöhnlich hoch. Bei einem einfachen Tintenpatronen-Deal von Walmart würde man bei so hoher Aufmerksamkeit deutlich mehr Engagement (Antworten/Votes) erwarten, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1155,False,"Die Werte sind im Kontext plausibel: Ein Philips LED-Einbaustrahler für 4$ ist ein attraktiver Deal (YMMV deutet auf lokale Verfügbarkeit hin), was die 2871 Views rechtfertigt. Die moderaten Engagement-Werte (4 Replies, 3 Votes) passen zu einem soliden Home & Garden Deal mit begrenzter Zielgruppe.","['replies', 'views', 'votes', 'price', 'saving']"
1156,False,"Die Werte sind für ein Lebensmittel-Deal (Familienpackung Müsli) plausibel: Preis von 3,37 CAD ist realistisch für Cerealien, 18 Antworten und 4124 Views zeigen normales Interesse an einem Grocery-Deal, 19 positive Votes passen zur Attraktivität eines soliden Lebensmittelangebots.","['replies', 'views', 'votes', 'price', 'saving']"
1157,False,"Die Werte sind für einen Automotive-Deal mit einem hochwertigen Werkzeug (3.5 Tonnen Wagenheber) plausibel. Preis von 99.99€ mit 130€ Ersparnis ist realistisch für solche Produkte, und 3840 Views bei 10 Antworten sowie 2 Votes zeigen normales Engagement für einen spezialisierten Automotive-Deal.","['replies', 'views', 'votes', 'price', 'saving']"
1158,False,"Die Werte sind für ein Vitamin-C-Präparat im Kontext plausibel: Preis von 3.99$ ist realistisch für Nahrungsergänzungsmittel, 2002 Views, 5 Antworten und 4 Votes zeigen moderates Interesse an einem alltäglichen Gesundheitsprodukt. Alle Engagement-Metriken passen zur Kategorie Beauty & Wellness und zum Produkttyp.","['replies', 'views', 'votes', 'price', 'saving']"
1159,False,"Die Werte sind für einen Lenovo Laptop mit Ryzen 7 4700U Prozessor im Kontext plausibel: Der Preis von 857€ ist realistisch für diese Mittelklasse-Konfiguration, die Engagement-Werte (3708 Views, 23 Replies, 3 Votes) passen zu einem soliden Laptop-Deal mit begrenzter Verfügbarkeit (Backordered).","['replies', 'views', 'votes', 'price', 'saving']"
1160,False,"Die Werte sind für einen attraktiven Beauty-Deal mit 50% Rabatt und Gratisgeschenken plausibel. 2332 Views, 8 Votes und 4 Replies zeigen normales Engagement für ein zeitlich begrenztes Angebot einer bekannten Marke. Price und Saving bei 0.0 sind erwartbar, da es sich um einen prozentualen Rabatt ohne spezifischen Produktpreis handelt.","['replies', 'views', 'votes', 'price', 'saving']"
1161,False,"Der Preis von 272,96 CAD für eine verstellbare Hantel mit 52,5 lbs (ca. 24 kg) liegt im realistischen Bereich für Fitnessgeräte dieser Kategorie. Die Engagement-Werte (2166 Views, 5 Replies, -3 Votes) sind für einen durchschnittlichen Fitness-Deal plausibel, wobei die leicht negativen Votes auf ein mittelmäßiges Preis-Leistungs-Verhältnis hindeuten.","['replies', 'views', 'votes', 'price', 'saving']"
1162,False,"Die Werte sind für ein Power Squat Rack Training System plausibel: Der Preis von 299,99€ liegt im typischen Bereich für solche Fitnessgeräte, die Ersparnis von 0€ deutet auf einen regulären Preis hin. Die Engagement-Werte (2834 Views, 5 Replies, 6 Votes) sind für ein Fitnessgerät im mittleren Preissegment während der Corona-Zeit (Home-Fitness-Boom 2020) durchaus nachvollziehbar und zeigen moderates Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
1163,True,"Die 2538 Views sind extrem hoch für einen Deal mit 0 Replies und nur 8 Votes, insbesondere bei einem niedrigpreisigen LEGO-Minifiguren-Clearance-Artikel (3,48€). Das Verhältnis von Views zu Engagement (Antworten/Votes) ist stark unausgewogen und deutet auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
1164,False,"Die Werte sind für einen Lenovo Laptop mit Ryzen 5, 512GB SSD und 8GB RAM im Kontext plausibel. Der Preis von 714 CAD ist marktüblich für diese Konfiguration, und die Engagement-Werte (4943 Views, 15 Replies, 3 Votes) passen zu einem soliden Laptop-Deal mittlerer Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
1165,True,"Die Anzahl der Views (1681) ist für einen einfachen Dollarama-Deal mit 4$ Preis extrem hoch, insbesondere da der Deal keine Antworten erhielt und nur 5 Votes hat. Typischerweise generieren solche Low-Budget-Artikel deutlich weniger Aufmerksamkeit, was auf eine ungewöhnliche Diskrepanz zwischen Views und tatsächlichem Engagement hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1166,True,Die Anzahl der Views (7748) ist für ein relativ günstiges Smart-Plug-Angebot (25$) mit nur 34 Antworten und 11 Votes extrem hoch und steht in keinem realistischen Verhältnis zur tatsächlichen Engagement-Rate. Typischerweise würde ein solches Produkt mit dieser Preisklasse und Ersparnis deutlich weniger Aufrufe generieren.,"['replies', 'views', 'votes', 'price', 'saving']"
1167,True,"Die 3882 Views sind extrem hoch für einen Deal mit nur 2 Votes und 13 Replies, insbesondere bei einem kleinen Rabatt (5$ off 25$) und einem YMMV/Targeted-Angebot, das nicht für alle Nutzer verfügbar ist. Das Engagement-Verhältnis (Views zu Votes/Replies) ist stark unausgewogen.","['replies', 'views', 'votes', 'price', 'saving']"
1168,True,Die 13.499 Views sind für eine externe Festplatte mit 34 Replies und nur 14 Votes extrem ungewöhnlich hoch. Das Verhältnis von Views zu Engagement (Replies/Votes) ist stark verzerrt – typischerweise würde man bei dieser View-Zahl deutlich mehr Interaktion erwarten.,"['replies', 'views', 'votes', 'price', 'saving']"
1169,False,"Die Werte sind für dieses Produkt (Müllbeutel-Großpackung mit 110 Stück) plausibel: Preis von 12,23 CAD ist realistisch, und die hohen Views (7541) sowie positives Engagement (51 Votes, 29 Replies) passen zu einem beliebten Haushaltsprodukt-Deal mit gutem Preis-Leistungs-Verhältnis auf einem Deal-Forum.","['replies', 'views', 'votes', 'price', 'saving']"
1170,False,"Die Werte sind für einen Subway-Deal konsistent: $7 für einen Footlong ist ein typischer Aktionspreis, die hohen Views (46.897) und Replies (168) passen zu einem beliebten Fast-Food-Angebot mit breiter Zielgruppe, und die moderaten Votes (26) sind für solche wiederkehrenden Deals normal.","['replies', 'views', 'votes', 'price', 'saving']"
1171,False,"Die Werte sind für eine komplette TV-Serien-Collection (Cheers) plausibel: Preis von 19.99$ ist realistisch für digitale Komplettserien im Angebot, 3344 Views und 16 positive Votes zeigen solides Interesse an einem bekannten Klassiker, 13 Replies sind angemessen für einen Entertainment-Deal mit moderater Diskussion.","['replies', 'views', 'votes', 'price', 'saving']"
1172,False,"Die Werte sind für ein RYOBI 6-Tool Combo Kit plausibel: Preis von 328€ mit 70€ Ersparnis liegt im typischen Bereich für Werkzeug-Sets dieser Marke. Die 4232 Views und 10 Replies zeigen solides Interesse, während die -5 Votes auf gemischte Meinungen zur Deal-Qualität hindeuten, was bei Werkzeug-Angeboten nicht ungewöhnlich ist.","['replies', 'views', 'votes', 'price', 'saving']"
1173,False,"Der Preis von 269€ für ein Nest X Yale Smart Lock ist marktüblich und realistisch für diese Produktkategorie. Die Engagement-Werte (1431 Views, 3 Votes, 0 Replies) sind für einen durchschnittlichen Deal ohne besondere Ersparnis (0€) im Home Improvement Bereich plausibel und unauffällig.","['replies', 'views', 'votes', 'price', 'saving']"
1174,False,"Die Werte sind für ein BOGO-Angebot (Buy One Get One) bei Papa John's Pizza plausibel: Preis und Ersparnis bei 0.0 sind typisch für solche Aktionsangebote ohne konkrete Preisangabe. Die 2950 Views bei nur 7 Antworten und 1 Vote deuten auf moderate Aufmerksamkeit für ein Restaurant-Angebot hin, was im normalen Bereich liegt.","['replies', 'views', 'votes', 'price', 'saving']"
1175,True,Die Anzahl der Views (4034) ist für einen einfachen Dollarama-Deal mit einem 4€-Produkt (LED-Trim) extrem hoch und steht in keinem realistischen Verhältnis zu den nur 5 Antworten und 12 Votes. Solch hohe Aufrufzahlen wären bei diesem Niedrigpreis-Artikel aus dem Baumarkt-Segment ungewöhnlich.,"['replies', 'views', 'votes', 'price', 'saving']"
1176,False,"Die Werte sind für einen Canon Pixma Pro-100 Drucker (professioneller Fotodrucker) plausibel: Preis von 279,99€ liegt im realistischen Bereich für dieses Modell, 2939 Views, 13 Replies und 9 Votes zeigen moderates Interesse an einem Nischen-Elektronikprodukt. Keine Ersparnis (0.0) ist bei Bonus-Angeboten nachvollziehbar.","['replies', 'views', 'votes', 'price', 'saving']"
1177,True,"Die Views (16069) sind für einen einfachen Cooler-Deal extrem hoch und passen nicht zur moderaten Engagement-Rate (30 Replies, 32 Votes). Solch hohe Aufrufzahlen wären eher bei hochpreisigen Elektronik-Deals oder außergewöhnlichen Angeboten zu erwarten, nicht bei einem 55€-Kühlbox-Deal.","['replies', 'views', 'votes', 'price', 'saving']"
1178,False,"Ein 16 HP Motor für 249,99$ ist ein realistischer Preis für solche Industriemotoren. Die Engagement-Werte (3065 Views, 7 Replies, 3 Votes) sind für ein Nischenprodukt im Sports & Fitness/Equipment-Bereich angemessen und zeigen moderates Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
1179,False,"Die Werte sind für einen Ryzen 7 3700x Prozessor im Kontext plausibel: Der Preis von ~409 CAD entspricht dem typischen Marktwert dieser CPU, und die hohen Views (9270) sowie Engagement (48 Replies, 12 Votes) passen zu einem beliebten Hardware-Deal in der PC-Enthusiasten-Community.","['replies', 'views', 'votes', 'price', 'saving']"
1180,False,"Die Werte sind im Kontext eines beliebten Bier-Angebots ('BUCK A BEER IS BACK!') plausibel. Der niedrige Preis (4,40€) passt zur Aktion, und die hohen Engagement-Werte (18.646 Views, 115 Replies, 42 Votes) sind für ein populäres Alkohol-Schnäppchen in einem Deal-Forum typisch und erwartbar.","['replies', 'views', 'votes', 'price', 'saving']"
1181,False,"Die Werte sind im Kontext plausibel: Ein Auto-Starthilfegerät (TrekPow G39 1200A) für 67,99 CAD liegt im realistischen Preissegment. Die 1397 Views bei nur 1 Vote und 0 Replies deuten auf moderate Aufmerksamkeit ohne starkes Engagement hin, was bei einem soliden aber nicht spektakulären Deal (57% Rabatt) nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
1182,False,"Die Werte sind im Kontext plausibel: Ein hochwertiger Holz-Gartenstuhl für 129,99€ bei Costco ist preislich realistisch. Die moderate Engagement-Rate (3760 Views, 6 Replies, 2 Votes) passt zu einem Nischenprodukt im Home & Garden Bereich ohne besondere Ersparnis.","['replies', 'views', 'votes', 'price', 'saving']"
1183,False,"Die Werte sind für ein Milwaukee M18 Profi-Werkzeug (LED-Lampe) plausibel: Preis von 79.99$ und 20$ Ersparnis passen zur Marke und Produktkategorie. Die Engagement-Werte (3801 Views, 6 Replies, 4 Votes) sind angemessen für einen soliden Deal im Home Improvement Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
1184,False,"Ein Pac Man Arcade-Gerät für 289 CAD ist ein realistischer Preis für solche Retro-Gaming-Produkte. Die moderaten Engagement-Werte (223 Views, 0 Replies, 0 Votes) passen zu einem Nischenprodukt mit begrenzter Zielgruppe und geringer Ersparnis (10 CAD).","['replies', 'views', 'votes', 'price', 'saving']"
1185,False,"Die Werte sind für einen Steam-Videospiel-Deal mit 90% Rabatt plausibel: Der niedrige Preis von 1.14€ passt zu einem stark reduzierten Indie-/Casual-Game (BTD6), die moderate Engagement-Rate (2988 Views, 7 Votes, 3 Replies) entspricht einem typischen Gaming-Deal im Forum, und die 90€ Ersparnis erscheint als Berechnungsfehler oder Währungsumrechnung, ist aber kein struktureller Ausreißer im Kontext der anderen konsistenten Werte.","['replies', 'views', 'votes', 'price', 'saving']"
1186,False,"Die Werte sind für ein Makita Elektrowerkzeug (Akkuschrauber) plausibel: Preis von 98€ mit 50€ Ersparnis ist realistisch für Markenware im Sale. Die Engagement-Werte (3856 Views, 6 Replies, 6 Votes) passen zu einem soliden Werkzeug-Deal in einem Heimwerker-Forum.","['replies', 'views', 'votes', 'price', 'saving']"
1187,True,"Die angegebene Ersparnis von 75€ bei einem Endpreis von 34,99€ würde einen ursprünglichen Preis von 109,99€ für eine 128GB MicroSD-Karte bedeuten, was für dieses Produkt extrem überhöht und unrealistisch ist. Zudem sind die Views (5996) im Verhältnis zu den negativen Votes (-5) und 43 Replies ungewöhnlich hoch, was auf manipulierte oder fehlerhafte Engagement-Daten hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1188,False,"Die Werte sind für Noise-Cancelling Kopfhörer im mittleren Preissegment (~100€) mit 50% Rabatt plausibel. Hohe Views (27547), moderate Replies (91) und positive Votes (38) passen zu einem attraktiven Audio-Deal in dieser Kategorie.","['replies', 'views', 'votes', 'price', 'saving']"
1189,True,Die 13.203 Views sind für einen Desktop-PC-Deal mit 599€ Preis extrem hoch und stehen in keinem realistischen Verhältnis zu den 57 Replies und 15 Votes. Selbst beliebte Deals erreichen selten über 10.000 Views bei dieser moderaten Engagement-Rate.,"['replies', 'views', 'votes', 'price', 'saving']"
1190,True,"Die Anzahl der Views (2010) ist extrem hoch im Verhältnis zu nur 1 Reply und 1 Vote für einen Auto-Starthilfe-Deal mit moderatem Preis (53,99€). Typischerweise würde ein Deal mit über 2000 Aufrufen deutlich mehr Engagement (Antworten und Votes) generieren, was auf eine ungewöhnliche Diskrepanz hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1191,True,"Die Anzahl der Views (2269) ist für einen einfachen Snack-Deal im Wert von 2,99$ extrem hoch und steht in keinem realistischen Verhältnis zu den nur 3 Antworten und 4 Votes. Solch hohe Aufrufzahlen wären bei einem Nischenprodukt (japanische Snacksticks) in einem lokalen Geschäft (GTA-Region) sehr ungewöhnlich.","['replies', 'views', 'votes', 'price', 'saving']"
1192,False,"Die Werte sind für eine 256GB microSD-Karte von Samsung plausibel: Preis (~62 CAD) liegt im erwartbaren Bereich für dieses Produkt, die Ersparnis ist minimal (0.32), und die Engagement-Werte (1828 Views, 3 Replies, -7 Votes) zeigen moderate Aufmerksamkeit mit leicht negativer Bewertung, was bei einem Deal mit geringer Ersparnis nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
1193,False,"Die Werte sind im Kontext plausibel: Ein Bidet-Angebot bei Costco mit 70.206 Views, 142 Replies und 34 Votes zeigt typisches Engagement für ein ungewöhnliches/interessantes Produkt im Home-Bereich. Price und Saving sind 0, was auf fehlende Preisangaben hindeutet, aber kein inhaltlicher Ausreißer ist.","['replies', 'views', 'votes', 'price', 'saving']"
1194,False,"Die Werte sind im Kontext plausibel: Ein DeWalt 136-teiliges Bit-Set für ~40$ ist ein realistischer Preis für Werkzeug dieser Marke. Die 2934 Views bei nur 3 Antworten und -4 Votes deuten auf moderates Interesse ohne starke Community-Reaktion hin, was bei einem soliden aber nicht spektakulären Deal nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
1195,True,"Die Ersparnis von 50€ bei einem T-Shirt-Preis von 10,99€ ist extrem ungewöhnlich und würde bedeuten, dass das Shirt ursprünglich ~61€ gekostet hätte, was für ein einfaches T-Shirt unrealistisch hoch ist. Zudem sind 1420 Views bei 0 Replies und nur 2 Votes auffällig unausgewogen.","['replies', 'views', 'votes', 'price', 'saving']"
1196,False,"Die Werte sind für ein Software-Bundle im Mac-Bereich plausibel: Preis von 49.99€ ist typisch für Bundle-Angebote, 2766 Views zeigen moderates Interesse, 6 Replies und 1 Vote deuten auf begrenzte aber vorhandene Community-Interaktion hin. Das '[WARM]'-Tag signalisiert bereits einen weniger attraktiven Deal, was die moderate Engagement-Rate erklärt.","['replies', 'views', 'votes', 'price', 'saving']"
1197,False,"Die Werte sind für Red Dead Redemption 2, ein AAA-Spiel, plausibel: Preis von 57.99$ liegt im typischen Bereich für diesen Titel, 1677 Views und 4 Replies zeigen moderates Interesse, und die -6 Votes deuten auf einen wenig attraktiven Deal hin (vermutlich kein besonderer Rabatt bei 0$ Ersparnis), was konsistent ist.","['replies', 'views', 'votes', 'price', 'saving']"
1198,True,"Die Anzahl der Views (1469) ist für ein einfaches HDMI-Kabel-Angebot extrem hoch, insbesondere bei 0 Antworten und nur 1 Vote. Solch hohe Aufrufe ohne entsprechendes Engagement (Replies/Votes) sind für ein Standardprodukt im niedrigen Preissegment sehr ungewöhnlich und deuten auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
1199,True,"Die Anzahl der Views (1554) ist extrem hoch im Verhältnis zu nur 1 Reply und 0 Votes für einen relativ günstigen Switch-Spiel-Deal ($15). Normalerweise würde ein Deal mit über 1500 Aufrufen deutlich mehr Engagement (Antworten und Votes) generieren, was auf eine ungewöhnliche Diskrepanz zwischen Sichtbarkeit und Interaktion hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1200,False,"Die Werte sind für einen USB-C Ladegerät-Deal plausibel: Der Preis von 34.99 CAD ist realistisch für ein 65W Dual-USB-C Ladegerät von Aukey, die Engagement-Werte (12 Antworten, 3646 Views, 5 Votes) passen zu einem soliden Tech-Deal mit moderatem Interesse, und die fehlende Ersparnis-Angabe ist bei Coupon-Deals üblich.","['replies', 'views', 'votes', 'price', 'saving']"
1201,True,"Die 108.654 Views sind extrem hoch für ein Fahrrad-Angebot bei Walmart für 75$, insbesondere im Verhältnis zu den nur 287 Replies und 51 Votes. Diese massive Diskrepanz zwischen Views und Engagement-Metriken ist für einen Deal dieser Preisklasse und Kategorie höchst ungewöhnlich.","['replies', 'views', 'votes', 'price', 'saving']"
1202,False,"Ein Weber 210 BBQ (Gasgrill) für 350 CAD ist ein realistischer Preis für dieses Markenprodukt. Die Engagement-Werte (2370 Views, 5 Replies, 2 Votes) sind für einen lokalen YMMV-Deal (Your Mileage May Vary) im Home & Garden Bereich angemessen und zeigen moderates Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
1203,False,"Die Werte sind für eine Logitech Harmony Fernbedienung im mittleren Preissegment (50$, 20$ Ersparnis) plausibel. Die Engagement-Werte (6408 Views, 31 Replies, 16 Votes) passen zu einem soliden Deal für ein bekanntes Elektronikprodukt in der Kategorie Computers & Electronics.","['replies', 'views', 'votes', 'price', 'saving']"
1204,True,"Die Anzahl der Views (6615) ist für einen einfachen Mover's Dolly im Wert von 8,99$ extrem hoch und steht in keinem realistischen Verhältnis zur geringen Anzahl an Replies (20) und Votes (5). Solch hohe Aufrufzahlen wären eher bei hochpreisigen oder besonders attraktiven Deals zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
1205,False,"Die Werte sind im Kontext plausibel: Ein LED Grow Light für 69$ mit 50$ Ersparnis ist ein attraktiver Deal im Home & Garden Bereich. Die 1584 Views bei nur 3 Votes und 1 Reply zeigen moderates Interesse, was für ein Nischenprodukt (Pflanzenbeleuchtung) typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
1206,False,"Ein Heimkino-Projektor für 78$ ist ein günstiges Einstiegsmodell (RCA-Marke), was den niedrigen Preis plausibel macht. Die 2051 Views bei nur 5 Replies und -2 Votes deuten auf moderates Interesse mit gemischter Bewertung hin, was für einen Budget-Projektor mit YMMV-Hinweis (Your Mileage May Vary) typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
1207,False,"Ein kostenloses Xbox-Spiel mit 2851 Views, 8 Replies und 20 Votes zeigt typisches Engagement für einen Free-Game-Deal. Die Werte sind im Kontext eines Gratis-Angebots im Gaming-Bereich plausibel und unauffällig.","['replies', 'views', 'votes', 'price', 'saving']"
1208,True,"Die Views (30.693) sind für einen Restaurant-Deal mit relativ niedrigem Wert ($10 mit $5 Rabatt) extrem hoch und stehen in keinem realistischen Verhältnis zu den Replies (141) und Votes (119). Solch massive Aufmerksamkeit wäre eher bei hochpreisigen Elektronik-Deals oder außergewöhnlichen Angeboten zu erwarten, nicht bei einem kleinen Essenslieferungs-Gutschein.","['replies', 'views', 'votes', 'price', 'saving']"
1209,True,"Die 33.207 Views sind für ein iPad-Angebot extrem hoch und liegen weit über dem typischen Engagement für solche Deals, selbst bei beliebten Apple-Produkten. Im Verhältnis zu den 126 Replies und 27 Votes ist die View-Zahl unverhältnismäßig groß und deutet auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
1210,False,"Die Werte sind für ein 750W Netzteil im Kontext plausibel: Preis von 83,99€ mit 20€ Ersparnis liegt im realistischen Bereich für Bronze-zertifizierte Netzteile. Die Engagement-Werte (2588 Views, 7 Replies, 5 Votes) sind angemessen für ein PC-Hardware-Angebot in der Kategorie Peripherals & Accessories.","['replies', 'views', 'votes', 'price', 'saving']"
1211,False,"Die Werte sind für einen Star Wars 3D Blu-ray Deal plausibel: Preis von 35.99€ liegt im normalen Bereich für 3D-Editionen, 1417 Views und 7 Replies zeigen moderates Interesse an einem Mainstream-Film, und die leicht negativen Votes (-3) deuten darauf hin, dass der Deal als nicht besonders attraktiv empfunden wurde, was bei diesem Preisniveau nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
1212,False,"Ein hochwertiger Ledersessel mit elektrischer Verstellung von Thomasville für 699,99 CAD liegt im realistischen Preissegment für Markenmöbel. Die Engagement-Werte (1579 Views, 1 Reply, -2 Votes) sind für einen Möbel-Deal ohne besondere Ersparnis unauffällig und zeigen moderates Interesse bei geringer Begeisterung.","['replies', 'views', 'votes', 'price', 'saving']"
1213,False,"Die Werte sind im Kontext plausibel: Eine 16.000 lbs Fahrzeugrampe für 69,99 CAD ist ein realistischer Preis für Auto-Zubehör. Die Engagement-Werte (2731 Views, 13 Replies, 4 Votes) passen zu einem soliden Deal in der Automotive-Kategorie mit moderatem Interesse.","['replies', 'views', 'votes', 'price', 'saving']"
1214,True,Die Anzahl der Views (5378) ist für ein Schulbedarf-Produkt (Notizbücher) im Wert von 19.99$ extrem hoch und steht in keinem realistischen Verhältnis zu den nur 16 Antworten und 5 Votes. Solch hohe Aufrufzahlen wären eher bei hochpreisigen Elektronik-Deals oder außergewöhnlich attraktiven Angeboten zu erwarten.,"['replies', 'views', 'votes', 'price', 'saving']"
1215,False,"Die Werte sind für ein Ring Doorbell/Echo Show Combo-Angebot plausibel: Preis von 129,99€ mit 55€ Ersparnis ist realistisch für diese Produktkombination, 1785 Views und 5 Replies zeigen moderates Interesse an einem Elektronik-Deal, und die -1 Votes deuten auf gemischte Bewertung hin, was bei solchen Bundles durchaus vorkommt.","['replies', 'views', 'votes', 'price', 'saving']"
1216,True,"Die Anzahl der Views (15.279) ist extrem hoch im Verhältnis zu den Replies (33) und Votes (20), was ein ungewöhnliches Engagement-Muster darstellt. Für ein Ring Doorview Camera Bundle zu 109,99$ wären bei dieser enormen Aufmerksamkeit deutlich mehr Interaktionen zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
1217,False,"Die Werte sind für ein Switch-Videospiel im Sale plausibel: Preis von 19.97$ ist typisch für reduzierte Switch-Titel, 1907 Views und 9 Votes zeigen moderates Interesse an einem Nischen-Fighting-Game, 4 Replies sind angemessen für einen Standard-Deal ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes', 'price', 'saving']"
1218,False,"Die Werte sind für ein Brettspiel im Entertainment-Bereich plausibel: Preis von 35€ mit 29€ Ersparnis ist typisch für Brettspiele, und die moderate Engagement-Rate (3565 Views, 14 Replies, 7 Votes) passt zu einem Nischenprodukt mit thematischem Bezug zur Pandemie während COVID-19.","['replies', 'views', 'votes', 'price', 'saving']"
1219,False,"Die Werte sind für JBL Premium-Kopfhörer mit Google Assistant plausibel: Preis von 118€ liegt im erwartbaren Bereich für diese Produktkategorie, 1616 Views und 2 Votes zeigen moderates Interesse an einem soliden Audio-Deal, 1 Reply ist bei durchschnittlichen Deals normal.","['replies', 'views', 'votes', 'price', 'saving']"
1220,True,"Die Anzahl der Views (10697) ist für einen Deckenventilator-Deal mit lokalem YMMV-Charakter (West Edmonton) extrem hoch und steht in keinem realistischen Verhältnis zu den moderaten Engagement-Werten (24 Replies, 5 Votes). Solch hohe Aufrufzahlen wären eher bei viral gehenden Deals oder hochpreisigen Elektronikprodukten zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
1221,False,"Die Werte sind im Kontext plausibel: Herrensandalen für ~70€ liegen im normalen Preissegment für Markenschuhe. Die 2827 Views bei 7 Antworten zeigen moderates Interesse, während die -10 Votes darauf hindeuten, dass der Deal als nicht besonders attraktiv empfunden wurde, was bei Schuhen ohne signifikante Ersparnis (0.0) nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
1222,True,"Die 2996 Views sind extrem hoch im Verhältnis zu nur 26 Replies und -2 Votes für eine komplette TV-Serien-Collection zu 29.99$. Typischerweise würde ein Deal mit fast 3000 Aufrufen deutlich mehr Engagement (mehr Votes/Replies) generieren, oder umgekehrt deutet das negative Voting bei so hohen Views auf ungewöhnliches Nutzerverhalten hin.","['replies', 'views', 'votes', 'price', 'saving']"
1223,False,"Die Werte sind für eine KitchenAid Artisan Küchenmaschine im Kontext plausibel: Der Preis von 329,99 CAD liegt im typischen Bereich für dieses Premiumprodukt, und die hohen Views (8720) sowie 39 Antworten spiegeln das starke Interesse an beliebten Küchengeräten wider. Die niedrigen Votes (1) bei hohem Engagement sind ungewöhnlich, aber nicht ausreichend für eine Ausreißer-Klassifikation.","['replies', 'views', 'votes', 'price', 'saving']"
1224,False,"Ein 28"" 4K Gaming-Monitor für 299,99 CAD mit 100 CAD Ersparnis ist ein realistischer Deal-Preis. Die Engagement-Werte (3164 Views, 5 Replies, 1 Vote) passen zu einem soliden Elektronik-Deal bei Best Buy, der moderate Aufmerksamkeit erhält.","['replies', 'views', 'votes', 'price', 'saving']"
1225,True,"Die Anzahl der Views (4661) ist extrem hoch im Verhältnis zu den sehr niedrigen Engagement-Werten (nur 8 Antworten und 6 Votes) für ein regionales Lebensmittelangebot. Typischerweise würde ein Deal mit fast 5000 Aufrufen deutlich mehr Interaktion generieren, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes', 'price', 'saving']"
1226,False,"Die Werte sind für eine hochwertige Bosch 12"" Dual-Bevel Gehrungssäge im Kontext plausibel: Der Preis von 513,30$ liegt im erwartbaren Bereich für professionelles Elektrowerkzeug dieser Marke und Größe. Die Engagement-Werte (2730 Views, 3 Replies, 5 Votes) sowie die Ersparnis von 36$ passen zu einem soliden, aber nicht spektakulären Deal für Heimwerker-Equipment.","['replies', 'views', 'votes', 'price', 'saving']"
1227,False,"Ein kostenloses Videospiel (Preis 0€, Ersparnis 100%) mit 3750 Views, 29 Votes und 2 Replies zeigt ein typisches Muster für zeitlich begrenzte Gratis-Angebote in Deal-Foren. Die Engagement-Werte sind moderat und passen zur Attraktivität eines kostenlosen Mobile-Games.","['replies', 'views', 'votes', 'price', 'saving']"
